,loc_x,loc_y,shot_made_flag,Region
6426,42.1,22.8,0.0,RW
6428,18.5,11.6,0.0,LB
6429,37.2,12.9,0.0,RB
6430,10.6,8.5,1.0,LB
6431,49.4,1.2,1.0,RC
6432,2.8999999999999986,12.4,0.0,LC
6433,25.1,16.5,1.0,P
6434,18.5,23.8,1.0,TK
6435,23.5,5.8,1.0,P
6437,36.4,17.8,1.0,RE
6438,13.0,22.5,1.0,LE
6439,19.0,29.1,1.0,T
6440,6.800000000000001,25.2,0.0,LW
6442,10.1,35.9,0.0,LW
6443,4.5,13.8,0.0,LB
6445,13.9,3.0,0.0,LB
6446,46.8,15.1,1.0,RW
6449,22.0,0.9,0.0,P
6450,13.9,5.5,1.0,LB
6455,42.9,19.0,1.0,RW
6457,39.3,20.9,0.0,RE
6460,48.7,9.4,0.0,RC
6461,29.5,5.0,0.0,P
6462,33.0,8.9,0.0,RB
6463,23.1,0.7,1.0,P
6464,30.4,7.4,1.0,P
6465,27.3,16.2,1.0,P
6466,8.399999999999999,0.1,1.0,LB
6467,35.8,13.5,0.0,RB
6469,21.0,15.3,1.0,P
6470,15.7,13.1,0.0,LB
6471,29.7,1.7,1.0,P
6475,24.4,1.2,1.0,P
6476,24.4,1.1,1.0,P
6478,12.2,8.9,0.0,LB
6480,23.7,8.0,0.0,P
6481,27.0,14.0,1.0,P
6482,14.5,16.7,0.0,LE
6483,22.8,1.2,0.0,P
6484,27.3,5.8,1.0,P
6485,10.9,4.8,1.0,LB
6486,34.4,14.3,0.0,RE
6487,26.8,1.9,0.0,P
6488,41.6,4.1,0.0,RB
6489,25.2,1.5,1.0,P
6490,25.1,2.0,0.0,P
6491,32.0,17.0,0.0,RE
6493,39.4,23.0,0.0,RW
6494,26.7,2.2,1.0,P
6495,22.3,7.2,1.0,P
6496,11.2,22.8,0.0,LW
6497,11.1,22.7,0.0,LW
6499,22.1,2.2,1.0,P
6500,32.3,8.5,0.0,RB
6501,28.1,0.3,1.0,P
6502,31.4,6.0,1.0,RB
6503,30.1,11.6,1.0,P
6504,23.2,0.6,0.0,P
6505,19.8,6.4,0.0,P
6506,25.4,1.1,1.0,P
6507,35.5,3.0,1.0,RB
6508,7.0,19.0,1.0,LW
6509,15.3,26.3,0.0,LW
6510,18.3,6.6,0.0,LB
6511,24.5,9.4,1.0,P
6512,11.9,14.2,1.0,LE
6513,16.3,14.3,1.0,LE
6514,7.5,21.4,0.0,LW
6516,23.9,2.5,0.0,P
6518,25.2,2.8,1.0,P
6519,6.300000000000001,6.4,1.0,LB
6521,13.8,12.9,0.0,LB
6524,26.3,1.9,1.0,P
6525,25.0,11.9,1.0,P
6526,23.7,2.2,1.0,P
6527,26.8,2.6,0.0,P
6528,11.1,20.8,1.0,LE
6529,25.0,2.8,0.0,P
6530,22.3,1.9,0.0,P
6531,23.7,10.2,1.0,P
6533,25.9,2.5,1.0,P
6535,9.5,13.7,0.0,LB
6536,20.9,2.3,1.0,P
6537,25.0,3.0,1.0,P
6538,30.8,8.9,0.0,P
6539,38.5,16.0,0.0,RE
6540,23.4,0.4,1.0,P
6541,26.8,3.9,0.0,P
6542,24.8,3.7,0.0,P
6543,27.1,5.0,0.0,P
6545,22.6,3.4,0.0,P
6546,14.5,1.4,0.0,LB
6547,21.6,1.1,1.0,P
6549,26.8,1.2,1.0,P
6550,25.4,1.9,1.0,P
6551,24.3,5.5,1.0,P
6552,17.1,3.7,1.0,LB
6553,34.7,11.8,0.0,RB
6554,28.2,2.3,1.0,P
6555,17.7,4.1,0.0,LB
6556,30.3,1.9,1.0,P
6557,15.7,18.6,1.0,LE
6558,23.5,4.8,0.0,P
6559,27.0,0.6,1.0,P
6560,23.8,0.1,1.0,P
6561,17.2,2.5,0.0,LB
6562,24.3,2.8,0.0,P
6564,20.1,11.0,1.0,P
6565,15.7,1.7,1.0,LB
6566,18.3,11.3,0.0,LB
6567,18.8,2.3,0.0,LB
6568,30.0,10.7,0.0,P
6569,29.3,2.6,0.0,P
6571,11.9,14.5,1.0,LE
6572,4.800000000000001,9.3,0.0,LB
6574,33.6,13.8,0.0,RB
6575,25.2,26.9,0.0,TK
6576,11.1,22.8,0.0,LW
6577,25.2,28.2,0.0,T
6578,31.9,8.3,0.0,RB
6579,10.8,14.8,0.0,LE
6580,24.5,1.5,1.0,P
6582,25.0,0.4,1.0,P
6583,24.6,12.6,0.0,P
6584,26.7,1.7,1.0,P
6586,15.3,24.1,1.0,LE
6587,27.9,4.8,1.0,P
6588,8.399999999999999,1.9,0.0,LB
6589,7.800000000000001,22.2,0.0,LW
6590,26.5,1.5,0.0,P
6591,10.3,1.7,0.0,LB
6593,23.7,2.2,0.0,P
6594,38.2,14.3,0.0,RE
6595,40.1,21.9,0.0,RW
6596,21.2,5.2,0.0,P
6598,27.8,2.0,1.0,P
6599,46.4,0.7,1.0,RB
6600,42.9,17.9,0.0,RE
6602,26.3,1.7,1.0,P
6603,33.1,13.7,1.0,RB
6604,18.6,1.7,0.0,LB
6605,15.5,2.8,0.0,LB
6606,25.7,2.8,1.0,P
6607,25.9,2.3,0.0,P
6609,25.6,2.0,1.0,P
6610,10.9,16.2,0.0,LE
6611,25.4,5.2,0.0,P
6612,25.6,1.9,0.0,P
6613,31.7,11.0,1.0,RB
6614,24.8,13.7,1.0,P
6616,34.4,24.6,1.0,RE
6617,14.4,14.9,0.0,LE
6618,24.3,2.0,0.0,P
6619,17.7,24.6,1.0,TK
6620,24.2,26.1,0.0,TK
6624,23.4,2.3,1.0,P
6625,7.600000000000001,8.3,0.0,LB
6626,34.2,17.2,0.0,RE
6627,26.3,4.2,1.0,P
6629,49.1,0.3,0.0,RC
6630,22.6,1.2,1.0,P
6631,31.9,1.9,1.0,RB
6632,11.9,9.1,1.0,LB
6633,26.3,1.9,0.0,P
6634,35.0,24.2,0.0,RE
6636,43.9,8.2,0.0,RB
6637,17.5,7.4,1.0,LB
6638,25.0,1.5,1.0,P
6640,7.600000000000001,3.9,0.0,LB
6641,21.3,6.0,1.0,P
6642,30.4,3.1,0.0,P
6643,38.2,3.0,0.0,RB
6644,31.4,10.4,0.0,RB
6646,25.0,7.8,0.0,P
6647,45.6,12.3,0.0,RB
6648,10.1,9.9,1.0,LB
6649,25.6,4.8,0.0,P
6650,19.3,5.2,0.0,P
6651,19.6,4.2,0.0,P
6652,30.8,2.2,1.0,P
6653,9.8,18.6,1.0,LE
6654,9.7,19.8,1.0,LE
6655,16.3,11.0,1.0,LB
6657,17.4,15.6,1.0,LE
6659,19.9,12.1,0.0,P
6660,25.2,4.2,1.0,P
6661,18.3,3.3,0.0,LB
6662,14.4,8.5,0.0,LB
6663,32.2,5.8,1.0,RB
6664,12.3,1.1,0.0,LB
6666,12.5,3.1,1.0,LB
6668,22.1,18.9,0.0,P
6669,7.5,20.0,0.0,LW
6671,36.0,0.6,0.0,RB
6672,13.8,7.1,0.0,LB
6673,9.0,16.0,0.0,LE
6674,30.4,2.0,0.0,P
6675,23.2,4.7,0.0,P
6676,25.6,5.8,1.0,P
6677,10.0,6.1,1.0,LB
6679,24.3,2.0,0.0,P
6680,25.2,1.1,0.0,P
6681,24.0,3.1,1.0,P
6682,27.3,1.2,1.0,P
6683,24.1,4.8,0.0,P
6684,17.4,18.4,1.0,LE
6685,16.9,25.2,0.0,LE
6686,22.6,2.0,1.0,P
6687,32.2,17.8,0.0,RE
6688,24.2,27.7,0.0,TK
6689,14.7,11.9,0.0,LB
6690,26.5,1.7,1.0,P
6691,36.6,17.5,0.0,RE
6692,39.7,3.6,1.0,RB
6693,25.1,24.9,0.0,TK
6694,41.2,2.5,0.0,RB
6697,12.5,13.4,1.0,LB
6700,5.899999999999999,15.6,0.0,LE
6701,39.6,6.4,0.0,RB
6702,27.9,2.8,0.0,P
6703,35.8,15.4,1.0,RE
6704,34.9,12.3,1.0,RB
6705,12.8,7.5,0.0,LB
6707,13.0,2.2,0.0,LB
6709,18.8,6.1,0.0,LB
6710,22.0,2.5,1.0,P
6711,37.1,12.4,0.0,RB
6712,26.1,0.9,1.0,P
6714,32.5,9.7,0.0,RB
6715,21.8,8.9,0.0,P
6716,27.3,1.2,0.0,P
6717,32.8,1.5,0.0,RB
6718,25.0,0.1,1.0,P
6719,29.8,26.3,1.0,TK
6720,3.0,15.7,1.0,LW
6725,25.1,0.1,1.0,P
6726,26.7,5.8,1.0,P
6728,25.0,0.1,1.0,P
6730,29.8,26.3,0.0,TK
6731,23.9,26.9,1.0,TK
6732,47.8,11.3,0.0,RC
6733,18.5,7.4,1.0,LB
6734,24.8,0.1,0.0,P
6735,44.4,0.8,1.0,RB
6737,39.0,22.0,0.0,RE
6738,25.6,1.1,1.0,P
6739,41.5,21.1,0.0,RW
6740,26.8,0.6,1.0,P
6741,8.399999999999999,10.8,1.0,LB
6743,35.8,14.5,0.0,RE
6745,29.7,6.0,0.0,P
6746,40.4,0.7,1.0,RB
6748,35.2,3.6,0.0,RB
6749,25.2,34.3,0.0,T
6750,31.7,15.9,0.0,RE
6751,13.3,6.7,0.0,LB
6752,32.8,13.5,1.0,RB
6753,5.399999999999999,19.8,0.0,LW
6755,33.9,24.2,0.0,RE
6756,36.4,3.0,1.0,RB
6757,25.9,20.5,0.0,TK
6758,36.8,6.4,0.0,RB
6759,32.3,4.7,1.0,RB
6762,27.3,5.2,1.0,P
6764,22.1,11.6,1.0,P
6766,46.1,14.6,1.0,RE
6767,40.5,22.0,0.0,RW
6768,31.5,0.3,0.0,RB
6769,45.9,8.0,0.0,RB
6771,36.3,12.4,1.0,RB
6772,9.7,5.3,0.0,LB
6773,24.8,4.8,1.0,P
6774,26.3,8.8,0.0,P
6775,18.8,11.2,0.0,LB
6776,31.4,31.2,0.0,T
6777,40.5,21.3,0.0,RW
6779,23.5,2.5,1.0,P
6780,24.6,7.2,1.0,P
6782,12.3,15.6,0.0,LE
6783,23.4,3.4,0.0,P
6785,27.1,0.6,0.0,P
6786,7.800000000000001,6.4,0.0,LB
6787,28.9,13.7,1.0,P
6788,35.8,5.5,0.0,RB
6789,42.1,18.7,0.0,RE
6790,37.4,14.3,1.0,RE
6792,7.899999999999999,10.2,0.0,LB
6793,12.2,12.6,0.0,LB
6794,27.6,1.1,1.0,P
6796,40.5,16.0,1.0,RE
6797,38.2,2.5,1.0,RB
6798,36.1,19.8,0.0,RE
6799,28.4,24.4,0.0,TK
6801,4.5,15.3,1.0,LE
6802,3.0,12.4,1.0,LB
6804,10.8,6.6,0.0,LB
6806,7.5,19.7,0.0,LW
6807,8.7,5.8,0.0,LB
6808,41.8,19.8,0.0,RW
6811,28.1,25.5,0.0,TK
6813,39.1,14.0,0.0,RB
6814,35.3,7.2,1.0,RB
6816,42.6,10.4,0.0,RB
6817,12.2,10.4,0.0,LB
6818,40.5,21.9,0.0,RW
6819,38.3,17.2,1.0,RE
6821,7.899999999999999,7.7,1.0,LB
6822,38.5,15.3,0.0,RE
6824,9.7,5.6,1.0,LB
6825,8.2,10.5,1.0,LB
6826,8.100000000000001,18.1,1.0,LE
6827,19.0,21.7,1.0,TK
6828,7.800000000000001,18.6,1.0,LE
6829,9.0,20.6,0.0,LW
6830,27.9,19.5,1.0,TK
6831,35.8,22.5,0.0,RE
6833,6.199999999999999,0.7,0.0,LB
6834,20.7,3.9,0.0,P
6835,23.7,6.3,0.0,P
6836,23.2,1.5,0.0,P
6837,15.8,4.1,0.0,LB
6838,23.7,0.6,0.0,P
6839,26.8,3.7,0.0,P
6840,21.3,6.7,1.0,P
6841,45.0,18.4,0.0,RW
6842,40.9,14.6,0.0,RE
6843,13.1,17.5,0.0,LE
6844,40.4,0.7,1.0,RB
6845,16.0,12.4,1.0,LB
6847,26.3,8.5,0.0,P
6848,1.0,1.9,0.0,LC
6849,22.9,3.6,1.0,P
6850,24.5,22.4,0.0,TK
6851,27.1,0.9,0.0,P
6852,25.1,5.6,1.0,P
6854,32.7,4.4,1.0,RB
6855,27.3,1.4,1.0,P
6856,31.9,3.1,0.0,RB
6858,48.3,3.7,0.0,RC
6860,31.1,15.1,0.0,RE
6861,24.3,5.0,0.0,P
6862,26.7,7.1,1.0,P
6863,3.1999999999999993,11.2,0.0,LB
6864,3.1999999999999993,12.4,1.0,LB
6865,40.5,19.0,0.0,RE
6866,7.100000000000001,17.6,1.0,LE
6867,22.6,1.4,0.0,P
6870,7.5,20.8,1.0,LW
6871,9.8,20.9,0.0,LE
6872,30.8,3.0,1.0,P
6873,26.7,1.1,1.0,P
6874,26.3,1.9,0.0,P
6875,27.8,22.4,0.0,TK
6876,29.0,3.7,0.0,P
6877,20.4,4.1,1.0,P
6878,34.5,3.3,0.0,RB
6879,37.1,5.0,1.0,RB
6881,35.8,3.3,0.0,RB
6882,39.3,4.8,0.0,RB
6883,17.4,2.2,0.0,LB
6885,40.9,20.3,0.0,RE
6886,15.2,2.6,1.0,LB
6888,26.7,2.3,1.0,P
6889,16.3,16.0,1.0,LE
6891,15.0,23.6,1.0,LE
6892,14.5,26.1,1.0,LW
6893,9.3,22.4,1.0,LW
6894,39.9,23.1,0.0,RW
6895,22.6,1.4,0.0,P
6896,45.0,17.0,0.0,RW
6897,24.3,3.0,0.0,P
6898,24.5,1.7,0.0,P
6899,35.8,16.2,1.0,RE
6900,6.800000000000001,18.6,0.0,LW
6901,13.0,8.8,0.0,LB
6902,22.1,0.7,1.0,P
6903,10.1,1.4,0.0,LB
6904,23.5,0.4,1.0,P
6905,16.9,1.2,1.0,LB
6906,25.6,0.3,1.0,P
6907,43.4,20.8,0.0,RW
6908,41.0,12.4,1.0,RB
6910,19.6,7.8,0.0,P
6913,38.3,23.5,0.0,RW
6914,21.5,1.2,0.0,P
6915,17.1,14.8,1.0,LE
6916,41.0,14.2,0.0,RE
6917,30.4,19.8,0.0,TK
6918,27.9,0.6,1.0,P
6919,25.7,7.1,1.0,P
6920,35.2,13.2,0.0,RB
6923,27.8,28.2,0.0,T
6924,8.100000000000001,11.0,0.0,LB
6925,19.0,8.8,0.0,P
6926,41.5,19.4,1.0,RE
6927,3.0,10.4,1.0,LB
6928,41.3,20.3,0.0,RW
6931,43.2,17.5,0.0,RE
6932,9.0,4.5,0.0,LB
6933,7.600000000000001,11.3,1.0,LB
6934,15.2,10.8,1.0,LB
6935,17.5,18.4,0.0,LE
6936,13.1,10.2,0.0,LB
6937,33.3,20.6,0.0,RE
6939,26.0,11.3,1.0,P
6941,5.899999999999999,9.3,0.0,LB
6942,31.9,9.4,0.0,RB
6944,44.6,16.4,0.0,RE
6946,22.9,10.1,0.0,P
6947,14.4,8.2,1.0,LB
6948,12.3,14.6,1.0,LE
6949,7.0,10.8,0.0,LB
6951,17.1,12.7,0.0,LB
6952,26.8,2.3,1.0,P
6954,17.7,16.2,0.0,LE
6959,34.7,24.6,0.0,RE
6961,23.9,6.4,1.0,P
6962,44.2,5.8,0.0,RB
6964,33.4,5.8,0.0,RB
6965,27.0,15.1,1.0,P
6966,11.1,19.5,0.0,LE
6968,34.4,26.1,0.0,RW
6970,32.2,19.4,0.0,RE
6971,25.4,11.8,1.0,P
6972,19.3,12.3,0.0,P
6973,22.6,4.4,1.0,P
6974,10.8,13.5,0.0,LB
6975,34.7,14.0,1.0,RB
6976,36.1,15.7,0.0,RE
6977,26.0,26.1,0.0,TK
6978,43.1,18.1,0.0,RE
6979,22.6,1.2,1.0,P
6980,22.0,19.8,1.0,TK
6983,39.1,22.8,1.0,RW
6984,41.0,8.0,0.0,RB
6989,12.2,4.1,0.0,LB
6991,29.0,20.3,0.0,TK
6992,1.5,2.0,0.0,LC
6994,25.2,9.1,0.0,P
6995,32.7,24.4,0.0,TK
6998,42.1,17.6,0.0,RE
7000,24.8,23.8,0.0,TK
7001,10.3,6.1,0.0,LB
7002,22.4,5.0,1.0,P
7003,31.7,4.2,0.0,RB
7004,22.3,3.1,1.0,P
7005,24.8,19.4,0.0,TK
7006,43.4,12.3,0.0,RB
7008,25.1,4.8,0.0,P
7010,41.5,9.9,1.0,RB
7011,18.3,23.6,1.0,TK
7012,18.8,24.2,1.0,TK
7013,36.0,15.7,1.0,RE
7014,26.7,0.6,1.0,P
7015,32.3,26.5,1.0,T
7016,45.6,0.6,0.0,RB
7018,24.2,11.8,1.0,P
7019,25.1,25.5,0.0,TK
7021,19.3,25.7,0.0,TK
7022,34.9,23.6,0.0,RE
7023,24.5,24.9,0.0,TK
7025,16.0,0.1,1.0,LB
7026,22.0,15.7,0.0,P
7028,36.4,22.0,1.0,RE
7029,37.4,20.8,1.0,RE
7030,41.6,10.7,1.0,RB
7031,35.8,14.5,0.0,RE
7032,18.8,7.4,0.0,LB
7035,18.3,23.5,1.0,TK
7036,3.6999999999999993,10.7,0.0,LB
7039,8.2,17.2,0.0,LE
7041,4.5,17.2,0.0,LW
7042,25.0,6.6,0.0,P
7043,16.0,5.0,1.0,LB
7044,29.8,26.0,1.0,TK
7045,24.6,28.3,0.0,T
7047,25.0,21.9,1.0,TK
7048,24.2,19.7,0.0,TK
7049,47.6,9.9,0.0,RC
7051,37.4,0.6,0.0,RB
7053,14.2,1.5,0.0,LB
7054,25.4,19.4,1.0,TK
7056,28.4,4.4,0.0,P
7057,21.5,5.5,1.0,P
7058,38.6,15.9,1.0,RE
7059,35.8,19.4,0.0,RE
7060,26.3,19.2,0.0,TK
7061,34.5,15.3,1.0,RE
7062,39.1,20.9,0.0,RE
7064,16.3,2.8,1.0,LB
7065,31.7,5.6,1.0,RB
7066,17.5,14.2,0.0,LE
7067,34.9,22.5,1.0,RE
7069,5.100000000000001,17.0,0.0,LW
7072,25.4,19.0,0.0,P
7073,18.8,13.5,1.0,LB
7074,10.1,15.7,0.0,LE
7078,6.300000000000001,16.8,0.0,LE
7079,30.3,6.9,0.0,P
7080,15.0,5.5,0.0,LB
7081,36.1,19.4,1.0,RE
7083,14.2,11.3,1.0,LB
7084,25.6,26.1,1.0,TK
7085,7.5,17.9,0.0,LE
7087,19.1,5.5,0.0,P
7088,29.2,6.0,1.0,P
7089,9.2,0.4,1.0,LB
7090,19.3,11.8,0.0,P
7091,38.5,21.4,0.0,RE
7092,32.3,2.8,0.0,RB
7093,13.3,24.4,1.0,LW
7094,37.1,22.0,0.0,RE
7096,26.2,6.1,1.0,P
7098,23.1,7.2,0.0,P
7100,11.7,13.1,1.0,LB
7101,9.0,1.9,0.0,LB
7104,29.2,22.2,1.0,TK
7105,23.7,7.2,1.0,P
7108,24.8,6.4,1.0,P
7111,13.3,10.2,0.0,LB
7113,20.7,12.3,0.0,P
7114,33.1,20.6,0.0,RE
7115,7.800000000000001,19.5,0.0,LW
7116,20.2,27.6,1.0,T
7117,42.1,10.4,1.0,RB
7118,16.4,2.5,1.0,LB
7120,39.9,21.3,0.0,RE
7121,13.4,6.6,0.0,LB
7122,14.7,15.7,1.0,LE
7123,6.300000000000001,13.5,0.0,LB
7125,8.2,8.8,0.0,LB
7126,45.4,8.9,0.0,RB
7127,7.899999999999999,22.0,1.0,LW
7128,33.1,23.6,1.0,RE
7129,22.6,12.9,0.0,P
7130,30.9,25.5,0.0,TK
7131,25.4,14.0,1.0,P
7132,13.9,4.1,1.0,LB
7133,41.2,0.1,1.0,RB
7136,24.3,28.0,0.0,T
7137,13.4,12.3,0.0,LB
7138,21.2,21.1,1.0,TK
7139,1.8000000000000007,10.1,0.0,LC
7140,36.0,17.5,1.0,RE
7141,38.2,19.4,1.0,RE
7144,3.6999999999999993,12.6,0.0,LB
7145,33.9,11.2,1.0,RB
7147,4.800000000000001,14.5,1.0,LE
7149,10.9,21.3,0.0,LE
7151,20.4,9.1,0.0,P
7152,9.3,11.9,0.0,LB
7153,15.5,13.4,1.0,LB
7154,33.4,24.2,0.0,RE
7156,15.7,2.6,1.0,LB
7158,36.9,14.0,1.0,RB
7159,17.2,2.6,0.0,LB
7160,7.300000000000001,18.4,1.0,LE
7161,5.399999999999999,16.2,0.0,LE
7162,33.1,14.2,0.0,RE
7163,33.8,17.5,1.0,RE
7164,36.9,10.7,0.0,RB
7165,41.8,19.7,0.0,RE
7167,34.9,17.6,0.0,RE
7168,46.4,15.3,0.0,RW
7170,6.5,17.3,0.0,LE
7171,7.0,11.2,1.0,LB
7172,7.899999999999999,14.2,1.0,LE
7173,43.5,16.2,1.0,RE
7174,48.0,3.4,1.0,RC
7175,41.2,14.6,1.0,RE
7176,45.6,14.8,1.0,RE
7177,7.5,19.8,0.0,LW
7178,39.4,0.3,1.0,RB
7179,25.0,29.1,1.0,T
7180,2.1000000000000014,11.8,1.0,LC
7182,1.8000000000000007,5.0,0.0,LC
7183,44.5,4.4,0.0,RB
7184,33.4,7.2,1.0,RB
7186,3.6999999999999993,14.5,1.0,LE
7188,14.7,12.4,1.0,LB
7190,30.1,9.6,1.0,P
7191,30.3,10.1,1.0,P
7192,36.8,17.3,1.0,RE
7195,40.4,14.2,1.0,RE
7199,46.5,14.2,0.0,RE
7200,31.1,3.4,1.0,RB
7201,30.8,10.7,1.0,P
7202,9.3,21.4,0.0,LW
7203,37.9,16.7,0.0,RE
7204,7.0,21.6,0.0,LW
7205,5.399999999999999,18.1,0.0,LW
7206,6.300000000000001,18.3,1.0,LW
7207,21.5,9.1,1.0,P
7208,4.600000000000001,14.6,0.0,LE
7209,20.4,11.0,0.0,P
7210,34.5,8.5,0.0,RB
7212,38.0,21.9,0.0,RE
7214,30.0,3.9,0.0,P
7215,12.7,10.4,1.0,LB
7216,15.3,7.8,0.0,LB
7217,28.4,17.2,0.0,P
7219,24.3,5.3,0.0,P
7221,1.8000000000000007,4.2,0.0,LC
7222,13.9,24.2,1.0,LE
7223,14.7,17.2,0.0,LE
7225,24.5,3.9,0.0,P
7227,25.9,15.1,1.0,P
7228,29.3,13.4,1.0,P
7230,30.8,24.9,0.0,TK
7232,16.0,4.7,1.0,LB
7233,43.1,0.9,0.0,RB
7234,39.0,11.8,0.0,RB
7235,12.5,1.2,0.0,LB
7236,30.8,3.4,1.0,P
7237,21.6,26.0,1.0,TK
7239,25.1,7.7,0.0,P
7241,25.1,13.8,1.0,P
7242,15.2,12.6,0.0,LB
7244,31.2,14.8,1.0,RE
7245,24.0,5.3,1.0,P
7246,10.0,21.4,1.0,LW
7247,26.5,4.1,0.0,P
7248,41.6,3.7,1.0,RB
7250,9.2,7.7,1.0,LB
7253,10.4,22.5,0.0,LW
7254,10.0,22.7,1.0,LW
7255,34.4,24.7,0.0,RE
7256,9.8,11.9,1.0,LB
7258,27.0,12.4,1.0,P
7260,22.4,5.0,1.0,P
7262,12.0,20.8,0.0,LE
7263,26.0,14.9,0.0,P
7264,29.2,14.0,1.0,P
7266,16.9,14.3,0.0,LE
7269,19.6,10.7,0.0,P
7272,45.1,10.1,0.0,RB
7274,25.4,14.5,0.0,P
7278,28.1,13.8,0.0,P
7281,30.1,9.1,1.0,P
7282,37.2,20.8,0.0,RE
7283,28.6,3.6,1.0,P
7284,31.9,4.2,1.0,RB
7285,9.8,19.5,1.0,LE
7286,25.2,10.4,0.0,P
7287,8.7,15.1,0.0,LE
7288,13.4,20.0,1.0,LE
7291,36.3,17.8,1.0,RE
7292,25.0,8.5,1.0,P
7293,13.4,10.2,1.0,LB
7294,22.3,24.4,0.0,TK
7295,29.0,23.9,1.0,TK
7296,9.8,8.0,0.0,LB
7298,45.3,12.4,0.0,RB
7299,9.2,0.1,0.0,LB
7300,31.4,11.3,0.0,RB
7301,30.1,2.5,0.0,P
7303,34.9,21.9,1.0,RE
7305,28.2,20.5,0.0,TK
7308,13.4,11.0,0.0,LB
7309,34.7,0.6,0.0,RB
7314,31.5,15.4,0.0,RE
7318,19.0,8.2,0.0,P
7319,23.7,4.4,1.0,P
7321,17.7,1.4,1.0,LB
7323,5.600000000000001,9.3,1.0,LB
7325,11.9,17.3,0.0,LE
7326,14.1,18.1,1.0,LE
7329,25.0,15.6,1.0,P
7330,10.6,12.9,1.0,LB
7333,38.3,24.4,0.0,RW
7334,20.1,9.1,1.0,P
7335,31.1,12.7,0.0,RB
7336,36.6,18.3,0.0,RE
7337,12.2,7.8,1.0,LB
7339,6.800000000000001,20.6,0.0,LW
7342,26.2,16.0,1.0,P
7343,23.4,14.8,0.0,P
7345,14.1,3.1,0.0,LB
7346,24.8,5.2,1.0,P
7347,32.3,13.8,0.0,RB
7351,13.0,2.3,0.0,LB
7352,29.0,4.8,1.0,P
7353,30.3,6.7,0.0,P
7357,31.5,5.6,1.0,RB
7358,13.8,21.4,1.0,LE
7359,32.8,10.1,1.0,RB
7361,8.399999999999999,0.6,0.0,LB
7362,32.3,5.0,1.0,RB
7363,4.5,14.5,1.0,LE
7364,30.9,7.2,0.0,P
7365,26.0,23.8,1.0,TK
7366,37.4,7.7,0.0,RB
7368,11.1,6.3,0.0,LB
7370,39.6,20.3,0.0,RE
7371,17.2,16.2,1.0,LE
7377,22.6,6.7,1.0,P
7379,8.100000000000001,16.7,1.0,LE
7380,24.5,23.3,0.0,TK
7381,18.3,4.8,0.0,LB
7386,11.2,5.6,0.0,LB
7387,32.0,4.1,1.0,RB
7389,24.5,25.5,1.0,TK
7390,33.6,25.2,0.0,RE
7391,34.7,6.7,0.0,RB
7392,26.2,7.5,0.0,P
7393,18.5,5.6,0.0,LB
7395,47.5,1.4,1.0,RC
7396,8.7,18.3,1.0,LE
7398,44.3,14.8,0.0,RE
7399,24.6,4.2,1.0,P
7404,10.1,4.7,1.0,LB
7405,23.5,5.5,0.0,P
7406,37.5,6.9,1.0,RB
7407,27.3,5.8,0.0,P
7408,11.9,9.1,0.0,LB
7409,12.0,6.9,1.0,LB
7410,38.2,6.1,0.0,RB
7411,37.1,8.3,0.0,RB
7412,7.100000000000001,9.6,0.0,LB
7413,11.2,20.3,0.0,LE
7414,10.1,3.9,0.0,LB
7415,17.1,23.1,0.0,LE
7416,41.2,18.1,0.0,RE
7418,9.8,14.3,1.0,LE
7419,23.2,21.3,0.0,TK
7421,30.3,20.5,0.0,TK
7423,43.4,0.6,0.0,RB
7424,7.5,3.4,1.0,LB
7427,14.4,6.0,1.0,LB
7428,22.1,3.4,0.0,P
7429,19.1,9.3,0.0,P
7432,39.0,12.7,1.0,RB
7433,37.2,24.6,0.0,RW
7437,36.9,24.2,0.0,RW
7438,39.9,2.0,0.0,RB
7441,32.0,12.4,1.0,RB
7443,36.9,15.7,0.0,RE
7444,35.2,25.5,0.0,RW
7445,34.4,10.8,1.0,RB
7447,19.9,9.6,0.0,P
7449,42.6,3.0,1.0,RB
7450,49.4,3.7,0.0,RC
7451,16.4,18.3,0.0,LE
7453,27.4,26.1,0.0,TK
7454,36.0,20.0,0.0,RE
7455,36.8,1.5,0.0,RB
7457,11.1,10.8,0.0,LB
7458,37.4,14.0,0.0,RB
7459,26.3,3.9,0.0,P
7460,48.3,4.2,1.0,RC
7461,6.0,19.0,0.0,LW
7463,18.8,3.4,1.0,LB
7464,13.8,11.8,0.0,LB
7465,14.1,11.0,0.0,LB
7469,30.1,2.6,1.0,P
7471,27.8,6.6,0.0,P
7472,40.5,22.7,1.0,RW
7474,20.2,18.4,0.0,P
7475,7.800000000000001,7.8,0.0,LB
7476,32.0,13.2,0.0,RB
7477,8.7,4.5,0.0,LB
7478,36.0,23.5,1.0,RE
7479,6.100000000000001,18.4,0.0,LW
7480,32.0,16.2,1.0,RE
7481,32.8,9.3,0.0,RB
7482,25.0,4.1,0.0,P
7483,26.2,5.8,0.0,P
7485,10.3,23.1,0.0,LW
7486,16.3,29.0,1.0,T
7488,37.5,17.5,0.0,RE
7489,28.6,3.0,1.0,P
7490,29.5,4.7,0.0,P
7493,42.1,2.5,0.0,RB
7496,28.2,2.5,1.0,P
7497,35.8,13.7,0.0,RB
7498,30.6,2.0,0.0,P
7500,23.9,9.6,0.0,P
7501,33.1,4.8,0.0,RB
